,movie_name,Directed by,Story by,Based on,Produced by,Starring,Music by,Productioncompany,Distributed by,Release dates,Running time,Country,Language,Budget,Box office,Narrated by,Cinematography,Release date,Written by,Edited by,Screenplay by,Countries,Productioncompanies
439,Pete's Dragon (2016 film),['David Lowery'],,"[""Pete's Dragon"", 'Malcolm Marmorstein']",['James Whitaker'],"['Bryce Dallas Howard', 'Oakes Fegley', 'Wes Bentley', 'Karl Urban', 'Oona Laurence', 'Robert Redford']",['Daniel Hart'],,['Walt Disney Studios Motion Pictures'],['El Capitan Theatre'],['103 minutes[1]'],['United States'],['English'],['$65 million[2]'],['$143.7 million[2]'],,['Bojan Bazelli'],,,['Lisa Zeno Churgin'],['\nDavid Lowery\nToby Halbrooks\n'],,['Walt Disney Pictures']
440,Queen of Katwe,['Mira Nair'],,['Tim Crothers'],['Lydia Dean Pilcher'],"['David Oyelowo', ""Lupita Nyong'o""]",['Alex Heffes'],,['Walt Disney StudiosMotion Pictures'],['TIFF'],['124 minutes[1]'],['United States'],,"['$15\xa0million[2][3]', '$15\xa0million[2][3]']",['$10.4\xa0million[3]'],,['Sean Bobbitt'],,,['Barry Alexander Brown'],['William Wheeler'],,"['Walt Disney Pictures', 'ESPN Films', 'Mirabai Films']"
441,Moana (2016 film),"['John Musker', 'Ron Clements']","['Chris Williams', 'Don Hall', 'Pamela Ribon', 'Aaron Kandell', 'Jordan Kandell']",,['Osnat Shurer'],"['Auliʻi Cravalho', 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement', 'Nicole Scherzinger', 'Alan Tudyk']","['Mark Mancina', 'Lin-Manuel Miranda', ""Opetaia Foa'i""]",,['Walt Disney StudiosMotion Pictures'],['AFI Fest'],['107 minutes[1]'],['\nUnited States\n'],['English'],"['$150–175\xa0million[2][3]', '$150–175\xa0million[2][3]']",['$682.6 million[1]'],,['Adolph Lusinsky (lighting)'],,,['Jeff Draheim'],['Jared Bush'],,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
442,Dangal (film),['Nitesh Tiwari'],['Nitesh Tiwari'],,"['Aamir Khan', 'Kiran Rao', 'Siddharth Roy Kapur']","['Aamir Khan', 'Sakshi Tanwar', 'Fatima Sana Shaikh', 'Zaira Wasim', 'Sanya Malhotra', 'Aparshakti Khurana']",['Pritam'],,['UTV Motion Pictures'],['\n21\xa0December\xa02016\xa0(2016-12-21) (United States)\n23\xa0December\xa02016\xa0(2016-12-23) (India)\n'],['161 minutes[2]'],['India'],['Hindi[a]'],"['₹', 'crore', '₹70 crore (US$8.8\xa0million)[3]']","['₹2,024 crore (US$340 million)[b]']",['Aparshakti Khurana'],['Satyajit Pande (Setu)[1]'],,['Nitesh TiwariPiyush GuptaShreyas JainNikhil Meharotra'],['Ballu Saluja'],,,['Walt Disney Pictures India']
443,March of the Penguins#Sequel,['Luc Jacquet'],,,['\nYves Darondeau\nChristophe Lioud\nEmmanuel Priou\n'],,['Émilie Simon'],,['Buena Vista International France'],,['86 minutes[1]'],['France'],['French'],['$8 million[2]'],['$127.4 million[3]'],"['Charles Berling', 'Romane Bohringer', 'Jules Sitruk']",['Laurent Chalet'],['\n26\xa0January\xa02005\xa0(2005-01-26)\n'],['Luc Jacquet'],['Sabine Emiliani'],,,['Wild Bunch']
444,Beauty and the Beast (2017 film),['Bill Condon'],,"['Disney', 'Beauty and the Beast', 'Linda Woolverton', 'Disney\'s Beauty and the Beastby Linda Woolverton[1]\n""Beauty and the Beast""by Jeanne-Marie Leprince de Beaumont[2]', 'Beauty and the Beast', 'Jeanne-Marie Leprince de Beaumont', 'Disney\'s Beauty and the Beastby Linda Woolverton[1]\n""Beauty and the Beast""by Jeanne-Marie Leprince de Beaumont[2]']","['David Hoberman', 'Todd Lieberman']","['Emma Watson', 'Dan Stevens', 'Luke Evans', 'Kevin Kline', 'Josh Gad', 'Ewan McGregor', 'Stanley Tucci', 'Audra McDonald', 'Gugu Mbatha-Raw', 'Ian McKellen', 'Emma Thompson']",['Alan Menken'],,['Walt Disney Studios Motion Pictures'],['Spencer House'],['129 minutes[3]'],['United States'],['English'],"['$160–255\xa0million[4][5][6]', '$160–255\xa0million[4][5][6]', '$160–255\xa0million[4][5][6]']",['$1.266\xa0billion[4]'],,['Tobias A. Schliessler'],,,['Virginia Katz'],"['Stephen Chbosky', 'Evan Spiliotopoulos']",,"['Walt Disney Pictures', 'Mandeville Films']"
445,Born in China,['Lu Chuan'],,,['Roy Conli'],,['Barnaby Taylor'],,"['Walt Disney Studios Motion Pictures', 'Shanghai Media Group', 'Walt Disney Studios Motion PicturesShanghai Media Group (China)[2]']","['\nAugust\xa012,\xa02016\xa0(2016-08-12) (China)\nApril\xa021,\xa02017\xa0(2017-04-21) (United States)\nAugust\xa023,\xa02017\xa0(2017-08-23) (France)\n']",['76 minutes[2]'],,,['$5–10 million[3]'],['$25.1 million[4]'],"['John Krasinski', 'Zhou Xun', 'Claire Keim']",,,,['Matthew Meech'],['David FowlerBrian LeithPhil ChapmanLu Chuan'],['United StatesChinaFrance'],"['Disneynature', 'Shanghai Media Group', 'Disneynature\nShanghai Media Group\nChuan Films\nBrian Leith Productions[1]']"
446,Pirates of the Caribbean: Dead Men Tell No Tales,"['Joachim Rønning', 'Espen Sandberg']",['Terry Rossio'],"['Characters', 'Ted Elliott', 'Terry Rossio', 'Stuart Beattie', 'Jay Wolpert', 'Walt Disney', 'Pirates of the Caribbean']",['Jerry Bruckheimer'],"['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush', 'Brenton Thwaites', 'Kaya Scodelario', 'Kevin McNally']",['Geoff Zanelli'],,['Walt Disney StudiosMotion Pictures'],['Shanghai Disney Resort'],['129 minutes[2]'],['United States'],['English'],"['$230–320 million[3][4]', '$230–320 million[3][4]']",['$795.9 million[5]'],,"['Paul Cameron', 'Paul Cameron[1]']",,,['Roger Barton'],['Jeff Nathanson'],,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']"
447,Cars 3,['Brian Fee'],"['Ben Queen', 'Eyal Podell', 'Brian Fee\nBen Queen\nEyal Podell\nJonathan E. Stewart[1]']",,['Kevin Reher'],"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Armie Hammer', 'Larry the Cable Guy', 'Bonnie Hunt', 'Nathan Fillion', 'Lea DeLaria', 'Kerry Washington']","['Randy Newman', 'Randy Newman[2]']",,['Walt Disney StudiosMotion Pictures'],['Kannapolis'],['102 minutes'],['United States'],['English'],['$175 million[3]'],['$383.9 million[4]'],,['Jeremy Lasky (camera)\nKim White (lighting)[1]'],,,['Jason Hudak'],"['Bob Peterson', 'Mike Rich', 'Kiel Murray\nBob Peterson\nMike Rich[1]']",,"['Walt Disney Pictures', 'Pixar Animation Studios']"
448,Ghost of the Mountains,['Ben Wallis'],,,['Brian Leith'],,['Barnaby Taylor'],,['Walt Disney Studios Motion Pictures'],,,['United States'],['English'],,,['Antoine Fuqua'],,"['\nJune\xa030,\xa02017\xa0(2017-06-30) (United States)\n']",['Ben Wallis'],,,,['Disneynature']
449,Jagga Jasoos,['Anurag Basu'],['Anurag Basu'],,"['Siddharth Roy Kapur', 'Ranbir Kapoor']","['Katrina Kaif', 'Saswata Chatterjee', 'Saurabh Shukla', 'Sayani Gupta', 'Ivan Sylvester Rodrigues']",['Pritam'],,['UTV Motion Pictures'],,['162 minutes[1]'],['India'],['Hindi'],['₹131 crore[2]'],['₹86.85 crore[3]'],,['Ravi Varman'],['\n14\xa0July\xa02017\xa0(2017-07-14)\n'],['Amitabh Bhattacharya'],['Ajay Sharma'],,,"['Walt Disney Pictures', 'Picture Shuru Entertainment']"
450,Last Knight (film),['Dmitriy Dyachenko'],,['Baba Yaga and Koschei'],['Marina Zhigalova-Ozkan'],"['Viktor Khorinyak', 'Mila Sivatskaya', 'Konstantin Lavronenko', 'Elena Yakovleva', 'Ekaterina Vilkova']",['George Kallis'],,"['Walt Disney Studios Sony Pictures Releasing', 'Walt Disney Studios Sony Pictures Releasing[1]']",,['114 minutes'],['Russia'],,"['₽', '~$8 million  ₽370 million[2]']","['$30.5 million[3]  ₽1.731 billion[4]', '₽', '$30.5 million[3]  ₽1.731 billion[4]']",,['Sergei Trofimov'],['Russia'],,['\nTim Pavelko\nAnton Anisimov\nAleksandr Amirov\n'],['\nVitaliy Shlyappo\nDimitriy Yan\nPavel Danilov\nIgor Tudvasev\n'],,"['Walt Disney Pictures CIS', 'Walt Disney Pictures CIS (Russia)[1]\nYellow, Black and White[1]', 'Yellow, Black and White', 'Walt Disney Pictures CIS (Russia)[1]\nYellow, Black and White[1]']"
451,Coco (2017 film),['Lee Unkrich'],['\nLee Unkrich\nJason Katz\nMatthew Aldrich\nAdrian Molina\n'],,['Darla K. Anderson'],"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renée Victor', 'Ana Ofelia Murguía', 'Edward James Olmos']","['Michael Giacchino', 'Michael Giacchino[2]']",,['Walt Disney StudiosMotion Pictures'],['Morelia'],['105 minutes[4]'],['United States'],['English[4]'],"['$175–225\xa0million[5][6]', '$175–225\xa0million[5][6]']",['$814.3\xa0million[7]'],,"['Matt Aspbury (camera)[1]\nDanielle Feinberg (lighting)[1]', 'Danielle Feinberg', 'Matt Aspbury (camera)[1]\nDanielle Feinberg (lighting)[1]']",,,['Steve Bloom[1]'],['Adrian Molina'],,"['Walt Disney Pictures', 'Walt Disney Pictures[3]\nPixar Animation Studios[3]', 'Pixar Animation Studios', 'Walt Disney Pictures[3]\nPixar Animation Studios[3]']"
452,A Wrinkle in Time (2018 film),['Ava DuVernay'],,"['A Wrinkle in Time', ""Madeleine L'Engle""]",['\nJim Whitaker\nCatherine Hand\n'],"['Storm Reid', 'Oprah Winfrey', 'Reese Witherspoon', 'Mindy Kaling', 'Gugu Mbatha-Raw', 'Michael Peña', 'Zach Galifianakis', 'Chris Pine']",['Ramin Djawadi'],,['Walt Disney StudiosMotion Pictures'],['El Capitan Theatre'],['110 minutes[1]'],['United States'],['English'],"['$100–130 million[2][3][4]', '$100–130 million[2][3][4]', '$100–130 million[2][3][4]']",['$133.2 million[5]'],,['Tobias A. Schliessler'],,,['Spencer Averick'],['Jennifer Lee'],,['Walt Disney Pictures']
453,Incredibles 2,['Brad Bird'],,,"['John Walker', 'Nicole Paradis Grindle']","['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Samuel L. Jackson', 'Bob Odenkirk', 'Catherine Keener', 'Jonathan Banks']",['Michael Giacchino'],,['Walt Disney StudiosMotion Pictures'],['Los Angeles'],['118 minutes[1]'],['United States'],['English'],"['$200\xa0million[2][3]', '$200\xa0million[2][3]']",['$1.243\xa0billion[4]'],,['\nMahyar Abousaeedi (camera)\nErik Smitt (lighting)\n'],,['Brad Bird'],['Stephen Schaffer'],,,"['Walt Disney Pictures', 'Pixar Animation Studios']"
454,Christopher Robin (film),['Marc Forster'],"['Greg Brooker', 'Mark Steven Johnson']","[""Disney's"", 'Winnie the Pooh', 'A. A. Milne', 'E. H. Shepard', ""Characters from Disney's Winnie the Poohby A. A. MilneE. H. Shepard[1]""]","['Brigham Taylor', 'Kristin Burr']","['Ewan McGregor', 'Hayley Atwell', 'Jim Cummings', 'Brad Garrett']","['Geoff Zanelli', 'Jon Brion']",,['Walt Disney StudiosMotion Pictures'],['Burbank'],['104 minutes[2]'],['United States'],['English'],"['$65-70 million[3][4]', '$65-70 million[3][4]']",['$197.7 million[5]'],,['Matthias Koenigswieser'],,,['Matt Chessé'],"['Alex Ross Perry', 'Tom McCarthy', 'Allison Schroeder']",,['Walt Disney Pictures']
455,The Nutcracker and the Four Realms,"['Lasse Hallström', 'Joe Johnston']",,"['The Nutcracker and the Mouse King', 'E. T. A. Hoffmann', 'The Nutcracker', 'Marius Petipa']","['Mark Gordon', 'Larry Franco']","['Keira Knightley', 'Mackenzie Foy', 'Eugenio Derbez', 'Matthew Macfadyen', 'Richard E. Grant', 'Misty Copeland', 'Helen Mirren', 'Morgan Freeman']",['James Newton Howard'],,['Walt Disney Studios Motion Pictures'],['Dolby Theatre'],['99 minutes[1]'],['United States'],['English'],['$120–133 million[2]'],['$174 million[3]'],,['Linus Sandgren'],,['Ashleigh Powell'],['Stuart Levy'],,,"['Walt Disney Pictures', 'The Mark Gordon Company']"
456,Ralph Breaks the Internet,"['Rich Moore', 'Phil Johnston']","['Rich Moore[1]\nPhil Johnston[1]\nJim Reardon[1]\nPamela Ribon[1]\nJosie Trinidad[1]', 'Rich Moore[1]\nPhil Johnston[1]\nJim Reardon[1]\nPamela Ribon[1]\nJosie Trinidad[1]', 'Jim Reardon', 'Rich Moore[1]\nPhil Johnston[1]\nJim Reardon[1]\nPamela Ribon[1]\nJosie Trinidad[1]', 'Rich Moore[1]\nPhil Johnston[1]\nJim Reardon[1]\nPamela Ribon[1]\nJosie Trinidad[1]', 'Rich Moore[1]\nPhil Johnston[1]\nJim Reardon[1]\nPamela Ribon[1]\nJosie Trinidad[1]']",,['Clark Spencer'],"['John C. Reilly', 'Sarah Silverman', 'Gal Gadot', 'Jane Lynch', 'Jack McBrayer', 'Alan Tudyk', 'Alfred Molina', ""Ed O'Neill"", 'Taraji P. Henson']",['Henry Jackman'],,['Walt Disney StudiosMotion Pictures'],['El Capitan Theatre'],['112 minutes[2]'],['United States'],['English'],['$175\xa0million[3]'],['$529.3\xa0million[4]'],,"['Nathan Detroit Warner (layout)[1]\nBrian Leach (lighting)[1]', 'Nathan Detroit Warner (layout)[1]\nBrian Leach (lighting)[1]']",,,['Jeremy Milton'],"['Phil Johnston[1]\nPamela Ribon[1]', 'Pamela Ribon', 'Phil Johnston[1]\nPamela Ribon[1]']",,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
457,Mary Poppins Returns,['Rob Marshall'],['John DeLuca'],"['Mary Poppins', 'P. L. Travers', 'Mary Poppinsby P. L. Travers[1]']",['Marc Platt'],"['Emily Blunt', 'Lin-Manuel Miranda', 'Ben Whishaw', 'Emily Mortimer', 'Julie Walters', 'Colin Firth', 'Meryl Streep']",['Marc Shaiman'],,['Walt Disney StudiosMotion Pictures'],['Dolby Theatre'],['131 minutes[2]'],['United States'],['English'],['$130 million[3]'],['$349.5 million[4]'],,['Dion Beebe'],,,['Wyatt Smith'],['David Magee'],,['Walt Disney Pictures']
458,Dumbo (2019 film),['Tim Burton'],,"['Disney', 'Dumbo', 'Joe Grant', 'Dick Huemer', ""Disney's Dumboby Otto EnglanderJoe GrantDick Huemer[1]\nDumbo, the Flying Elephantby Helen AbersonHarold Pearl""]",['Derek Frey'],"['Colin Farrell', 'Michael Keaton', 'Danny DeVito', 'Eva Green', 'Alan Arkin']","['Danny Elfman', 'Danny Elfman[2]']",,['Walt Disney Studios Motion Pictures'],['Los Angeles'],['112 minutes[3]'],['United States'],['English'],"['$170 million[4][5][6]', '$170 million[4][5][6]', '$170 million[4][5][6]']",['$353.3 million[7]'],,['Ben Davis'],,,['Chris Lebenzon'],['Ehren Kruger'],,"['Walt Disney Pictures', 'Tim Burton Productions']"
459,Penguins (film),['Alastair Fothergill'],,,"['Keith Scholey', 'Roy Conli']",,['Harry Gregson-Williams'],,['Walt Disney Studios Motion Pictures'],,['76 minutes'],['United States'],['English'],,['$7.7 million[3]'],"['Ed Helms', 'Ed Helms[1]']",,"['\nApril\xa017,\xa02019\xa0(2019-04-17) (United States)\n']",['David Fowler'],['Andy Netley'],,,"['Disneynature', 'Disneynature\nSilverback Films[2]']"
460,Aladdin (2019 film),['Guy Ritchie'],,"['Disney', 'Aladdin', 'Ron Clements', 'John Musker', 'Ted Elliott', 'Terry Rossio', 'Disney\'s Aladdinby Ron ClementsJohn MuskerTed ElliottTerry Rossio[1]\n""Aladdin and the Magic Lamp"" which is associated with One Thousand and One Nights[1][a]', 'Aladdin and the Magic Lamp', 'One Thousand and One Nights', 'Disney\'s Aladdinby Ron ClementsJohn MuskerTed ElliottTerry Rossio[1]\n""Aladdin and the Magic Lamp"" which is associated with One Thousand and One Nights[1][a]', 'Disney\'s Aladdinby Ron ClementsJohn MuskerTed ElliottTerry Rossio[1]\n""Aladdin and the Magic Lamp"" which is associated with One Thousand and One Nights[1][a]']",['Dan Lin'],"['Will Smith', 'Mena Massoud', 'Naomi Scott', 'Marwan Kenzari', 'Navid Negahban', 'Nasim Pedrad', 'Billy Magnussen']",['Alan Menken'],,['Walt Disney StudiosMotion Pictures'],['Grand Rex'],['128 minutes[5]'],['United States'],['English'],['$183\xa0million[6]'],['$1.054\xa0billion[6]'],,['Alan Stewart'],,,['James Herbert'],['John August'],,"['Walt Disney Pictures', 'Rideback']"
461,Toy Story 4,"['Josh Cooley', 'Josh Cooley[a]']","['John Lasseter', 'Rashida Jones', 'Will McCormack', 'Martin Hynes']",,['Jonas Rivera'],"['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale', 'Keegan-Michael Key', 'Jordan Peele', 'Madeleine McGraw', 'Christina Hendricks', 'Keanu Reeves', 'Ally Maki', 'Jay Hernandez', 'Lori Alan', 'Joan Cusack']",['Randy Newman'],,['Walt Disney StudiosMotion Pictures'],['El Capitan Theatre'],['100 minutes[2]'],['United States'],['English'],['$200 million[3]'],['$1.073 billion[4]'],,['Patrick Lin'],,,['Axel Geddes'],"['Andrew Stanton', 'Stephany Folsom']",,"['Walt Disney Pictures', 'Pixar Animation Studios']"
462,The Lion King (2019 film),['Jon Favreau'],,"['Disney', 'The Lion King', 'Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton', ""Disney's The Lion Kingby Irene MecchiJonathan Roberts Linda Woolverton[1]""]",['\nJon Favreau\nJeffrey Silver\nKaren Gilchrist\n'],"['Donald Glover', 'Seth Rogen', 'Chiwetel Ejiofor', 'Alfre Woodard', 'Billy Eichner', 'John Kani', 'John Oliver', 'Beyoncé Knowles-Carter', 'James Earl Jones']",['Hans Zimmer'],,['Walt Disney StudiosMotion Pictures'],['Hollywood'],['118 minutes[2]'],['United States'],['English'],"['$250–260\xa0million[3][4]', '$250–260\xa0million[3][4]']",['$1.663\xa0billion[5]'],,['Caleb Deschanel'],,,['Mark Livolsi'],['Jeff Nathanson'],,['Walt Disney Pictures']
463,Maleficent: Mistress of Evil,['Joachim Rønning'],,"[""Disney's"", 'Sleeping Beauty', 'Characters from:\nDisney\'s Sleeping Beauty[1]\n""La Belle au bois dormant""by Charles Perrault', 'La Belle au bois dormant', 'Charles Perrault']","['Joe Roth', 'Angelina Jolie', 'Duncan Henderson']","['Angelina Jolie', 'Elle Fanning', 'Harris Dickinson', 'Chiwetel Ejiofor', 'Sam Riley', 'Ed Skrein', 'Imelda Staunton', 'Juno Temple', 'Lesley Manville', 'Michelle Pfeiffer']",['Geoff Zanelli'],,['Walt Disney StudiosMotion Pictures'],,['119 minutes[3]'],['United States'],['English'],['$186 million[4]'],['$491.7 million[3]'],,['Henry Braham'],"['October\xa018,\xa02019\xa0(2019-10-18)[2]']","['Linda Woolverton', 'Noah Harpster']",['Craig Wood'],,,"['Walt Disney Pictures', 'Roth/Kirschenbaum Films']"
464,Lady and the Tramp (2019 film),['Charlie Bean'],,"['Disney', 'Lady and the Tramp', 'Ralph Wright', 'Don DaGradi', 'Ward Greene']",['Brigham Taylor'],"['Tessa Thompson', 'Justin Theroux', 'Kiersey Clemons', 'Thomas Mann', 'Janelle Monáe', 'F. Murray Abraham', 'Yvette Nicole Brown', 'Adrian Martinez', 'Ken Jeong', 'Sam Elliott']","['Joseph Trapanese', 'Joseph Trapanese[2]']",,['Walt Disney StudiosMotion Pictures'],,['104 minutes'],['United States'],['English'],['$60 million[4]'],,,"['Enrique Chediak', 'Enrique Chediak[1]']","['\nNovember\xa012,\xa02019\xa0(2019-11-12) (United States)\n']",,['Melissa Bretherton'],['Andrew Bujalski'],,"['Walt Disney Pictures', 'Walt Disney Pictures\nTaylor Made[3]']"
465,Noelle (2019 film),['Marc Lawrence'],,,['Suzanne Todd'],"['Anna Kendrick', 'Bill Hader', 'Kingsley Ben-Adir', 'Billy Eichner', 'Julie Hagerty', 'Shirley MacLaine']",['\nCody Fitzgerald\nClyde Lawrence\n'],['Walt Disney Pictures'],['Walt Disney Studios Motion Pictures'],,['100 minutes'],['United States'],['English'],,,,['Russell Carpenter'],['Disney+'],['Marc Lawrence'],['Hughes Winborne'],,,
466,Frozen II,"['Chris Buck', 'Jennifer Lee']","['Kristen Anderson-Lopez', 'Robert Lopez']",,['Peter Del Vecho'],"['Kristen Bell', 'Idina Menzel', 'Josh Gad', 'Jonathan Groff']",['Christophe Beck'],,['Walt Disney StudiosMotion Pictures'],['Dolby Theatre'],['103 minutes'],['United States'],['English'],['$150\xa0million'],['$1.453\xa0billion'],,['Mohit Kallianpur'],,,['Jeff Draheim'],['Jennifer Lee'],,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
467,Togo (film),['Ericson Core'],,,['Kim Zubick'],['Willem Dafoe'],"['Mark Isham', 'Mark Isham[1]']",['Walt Disney Pictures'],['Walt Disney StudiosMotion Pictures'],,['114 minutes'],['United States'],['English'],['$40 million[2]'],,,['Ericson Core'],"['\nDecember\xa020,\xa02019\xa0(2019-12-20)\n']",['Tom Flynn'],['Martin Pensa'],,,
468,Timmy Failure: Mistakes Were Made,['Tom McCarthy'],,['Timmy Failureby Stephan Pastis'],['\nAlexander Dostal\nTom McCarthy\nJim Whitaker\n'],"['Winslow Fegley', 'Ophelia Lovibond', 'Craig Robinson', 'Wallace Shawn']",['Rolfe Kent'],,['Disney+'],"['Sundance', 'Disney+']",['99 minutes[2]'],['United States'],['English'],['$42 million[3]'],,,['Masanobu Takayanagi'],,,['Tom McArdle'],['Stephan Pastis'],,"['Walt Disney Pictures', 'Walt Disney Pictures\nEtalon Film\nSlow Pony Pictures\nWhitaker Entertainment[1]']"
469,Onward (film),['Dan Scanlon'],,,['Kori Rae'],"['Tom Holland', 'Chris Pratt', 'Julia Louis-Dreyfus', 'Octavia Spencer']","['Mychael Danna', 'Jeff Danna']",,['Walt Disney StudiosMotion Pictures'],['Berlinale'],['102 minutes[2]'],['United States'],['English'],['$175–200 million[3]'],['$142 million[4]'],,['Sharon Calahan'],,['Keith Bunin'],['Catherine Apple[1]'],,,"['Walt Disney Pictures', 'Pixar Animation Studios']"
470,Stargirl (film),['Julia Hart'],,"['Stargirl', 'Jerry Spinelli']",['Ellen Goldsmith-Vein'],"['Grace VanderWaal', 'Graham Verchere']",['Rob Simonsen'],,['Disney+'],,['107 minutes'],['United States'],['English'],,,,['Bryce Fortner'],"['March\xa013,\xa02020\xa0(2020-03-13)[1]']",,['\nShayar Bansali\nTracey Wadmore-Smith\n'],"['Kristin Hahn', 'Jordan Horowitz']",,"['Walt Disney Pictures', 'Gotham Group']"
471,Dolphin Reef (film),"['Alastair Fothergill', 'Keith Scholey']",,,['Roy Conli'],,['Steven Price'],['Disneynature'],"['Walt Disney Studios Motion Pictures', 'Disney+']","['Disney+', 'March\xa028,\xa02018\xa0(2018-03-28) (France)\nApril\xa03,\xa02020\xa0(2020-04-03) (Disney+)[1]']",['78 minutes'],['United States'],['English'],,,['Natalie Portman'],['Paul Atkins'],,['David Fowler'],['Martin Elsbury'],,,
472,Elephant (2020 film),['Mark Linfield'],,,['Roy Conli'],,['Ramin Djawadi'],['Disneynature'],['Disney+'],,['86 minutes'],['United States'],['English'],,,"['Meghan, Duchess of Sussex']",['\nMartyn Colbeck\nMike Holding\nTom Walker\n'],"['\nApril\xa03,\xa02020\xa0(2020-04-03)\n']",,['Nigel Buck'],,,
